"l"-noun-oc "l"-noun-fr
"aquel que"-relativePronoun-oc "celui qui"-relativePronoun-fr
"lo qui"-noun-oc "celui que"-relativePronoun-fr
"lo qui"-noun-oc "celui qui"-relativePronoun-fr
"lo qui"-relativePronoun-oc "celui que"-relativePronoun-fr
"lo qui"-relativePronoun-oc "celui qui"-relativePronoun-fr
"aquel qui"-noun-oc "celui que"-relativePronoun-fr
"aquel qui"-noun-oc "celui qui"-relativePronoun-fr
"aquel qui"-relativePronoun-oc "celui que"-relativePronoun-fr
"aquel qui"-relativePronoun-oc "celui qui"-relativePronoun-fr
"que"-relativePronoun-oc "que"-relativePronoun-fr
"que"-relativePronoun-oc "qui"-relativePronoun-fr
"qui"-noun-oc "qui"-relativePronoun-fr
"qui"-relativePronoun-oc "qui"-relativePronoun-fr
"dont"-relativePronoun-oc "dont"-relativePronoun-fr
"zèro"-noun-oc "zéro"-noun-fr
"zèro"-numeral-oc "zéro"-numeral-fr
"un"-numeral-oc "un"-numeral-fr
"dos"-numeral-oc "deux"-numeral-fr
"dus"-numeral-oc "deux"-numeral-fr
"tres"-numeral-oc "trois"-numeral-fr
"quatre"-numeral-oc "quatre"-numeral-fr
"quate"-numeral-oc "quatre"-numeral-fr
"cinc"-numeral-oc "cinq"-numeral-fr
"sièis"-numeral-oc "six"-numeral-fr
"sèt"-numeral-oc "sept"-numeral-fr
"uèch"-numeral-oc "huit"-numeral-fr
"uèit"-numeral-oc "huit"-numeral-fr
"ueit"-numeral-oc "huit"-numeral-fr
"nòu"-numeral-oc "neuf"-numeral-fr
"nau"-numeral-oc "neuf"-numeral-fr
"dètz"-numeral-oc "dix"-numeral-fr
"onze"-numeral-oc "onze"-numeral-fr
"dotze"-numeral-oc "douze"-numeral-fr
"tretze"-numeral-oc "treize"-numeral-fr
"catòrze"-numeral-oc "quatorze"-numeral-fr
"catòrze"-numeral-oc "quatòrze"-numeral-fr
"catorze"-numeral-oc "quatorze"-numeral-fr
"quinze"-numeral-oc "quinze"-numeral-fr
"setze"-numeral-oc "seize"-numeral-fr
"dètz-e-sèt"-numeral-oc "dix-sept"-numeral-fr
"dètz-e-uèch"-numeral-oc "dix-huit"-numeral-fr
"dètz-e-uèit"-numeral-oc "dix-huit"-numeral-fr
"dètz-e-ueit"-numeral-oc "dix-huit"-numeral-fr
"dètz-e-nòu"-numeral-oc "dix-neuf"-numeral-fr
"dètz-e-nau"-numeral-oc "dix-neuf"-numeral-fr
"vint"-numeral-oc "vingt"-numeral-fr
"vint-e-un"-numeral-oc "vingt et un"-numeral-fr
"vint-e-un"-numeral-oc "vingt-et-un"-numeral-fr
"vint-e-dos"-numeral-oc "vingt-deux"-numeral-fr
"vint-e-tres"-numeral-oc "vingt-trois"-numeral-fr
"vint-e-quatre"-numeral-oc "vingt-quatre"-numeral-fr
"vint-e-cinc"-numeral-oc "vingt-cinq"-numeral-fr
"vint-e-sièis"-numeral-oc "vingt-six"-numeral-fr
"vint-e-sèt"-numeral-oc "vingt-sept"-numeral-fr
"vint-e-uèch"-numeral-oc "vingt-huit"-numeral-fr
"vint-e-uèit"-numeral-oc "vingt-huit"-numeral-fr
"vint-e-nòu"-numeral-oc "vingt-neuf"-numeral-fr
"vint-e-nau"-numeral-oc "vingt-neuf"-numeral-fr
"trenta"-numeral-oc "trente"-numeral-fr
"trenta un"-numeral-oc "trente et un"-numeral-fr
"trenta un"-numeral-oc "trente-et-un"-numeral-fr
"trenta dos"-numeral-oc "trente-deux"-numeral-fr
"trenta tres"-numeral-oc "trente-trois"-numeral-fr
"trenta quatre"-numeral-oc "trente-quatre"-numeral-fr
"trenta cinc"-numeral-oc "trente-cinq"-numeral-fr
"trenta sièis"-numeral-oc "trente-six"-numeral-fr
"trenta sèt"-numeral-oc "trente-sept"-numeral-fr
"trenta uèch"-numeral-oc "trente-huit"-numeral-fr
"trenta uèit"-numeral-oc "trente-huit"-numeral-fr
"trenta nòu"-numeral-oc "quarante-neuf"-numeral-fr
"trenta nau"-numeral-oc "quarante-neuf"-numeral-fr
"quaranta"-numeral-oc "quarante"-numeral-fr
"quaranta un"-numeral-oc "quarante et un"-numeral-fr
"quaranta un"-numeral-oc "quarante-et-un"-numeral-fr
"quaranta dos"-numeral-oc "quarante-deux"-numeral-fr
"quaranta tres"-numeral-oc "quarante-trois"-numeral-fr
"quaranta quatre"-numeral-oc "quarante-quatre"-numeral-fr
"quaranta cinc"-numeral-oc "quarante-cinq"-numeral-fr
"quaranta sièis"-numeral-oc "quarante-six"-numeral-fr
"quaranta uèch"-numeral-oc "quarante-huit"-numeral-fr
"quaranta uèit"-numeral-oc "quarante-huit"-numeral-fr
"quaranta nòu"-numeral-oc "quarante-neuf"-numeral-fr
"quaranta nau"-numeral-oc "quarante-neuf"-numeral-fr
"cinquanta"-numeral-oc "cinquante"-numeral-fr
"cinquanta un"-numeral-oc "cinquante et un"-numeral-fr
"cinquanta un"-numeral-oc "cinquante-et-un"-numeral-fr
"cinquanta dos"-numeral-oc "cinquante-deux"-numeral-fr
"cinquanta tres"-numeral-oc "cinquante-trois"-numeral-fr
"cinquanta quatre"-numeral-oc "cinquante-quatre"-numeral-fr
"cinquanta cinc"-numeral-oc "cinquante-cinq"-numeral-fr
"cinquanta sièis"-numeral-oc "cinquante-six"-numeral-fr
"cinquanta sèt"-numeral-oc "cinquante-sept"-numeral-fr
"cinquanta uèch"-numeral-oc "cinquante-huit"-numeral-fr
"cinquanta uèit"-numeral-oc "cinquante-huit"-numeral-fr
"cinquanta nòu"-numeral-oc "cinquante-neuf"-numeral-fr
"cinquanta nau"-numeral-oc "cinquante-neuf"-numeral-fr
"seissanta"-numeral-oc "soixante"-numeral-fr
"seissanta un"-numeral-oc "soixante et un"-numeral-fr
"seissanta un"-numeral-oc "soixante-et-un"-numeral-fr
"seissanta dos"-numeral-oc "soixante-deux"-numeral-fr
"seissanta tres"-numeral-oc "soixante-trois"-numeral-fr
"seissanta quatre"-numeral-oc "soixante-quatre"-numeral-fr
"seissanta cinc"-numeral-oc "soixante-cinq"-numeral-fr
"seissanta sièis"-numeral-oc "soixante-six"-numeral-fr
"seissanta sèt"-numeral-oc "soixante-sept"-numeral-fr
"seissanta uèch"-numeral-oc "soixante-huit"-numeral-fr
"seissanta uèit"-numeral-oc "soixante-huit"-numeral-fr
"seissanta nòu"-numeral-oc "soixante-neuf"-numeral-fr
"seissanta nau"-numeral-oc "soixante-neuf"-numeral-fr
"setanta"-numeral-oc "soixante-dix"-numeral-fr
"setanta un"-numeral-oc "soixante et onze"-numeral-fr
"setanta un"-numeral-oc "soixante-et-onze"-numeral-fr
"setanta dos"-numeral-oc "soixante-douze"-numeral-fr
"setanta tres"-numeral-oc "soixante-treize"-numeral-fr
"setanta quatre"-numeral-oc "soixante-quatorze"-numeral-fr
"setanta cinc"-numeral-oc "soixante-quinze"-numeral-fr
"setanta sièis"-numeral-oc "soixante-seize"-numeral-fr
"setanta sèt"-numeral-oc "soixante-dix-sept"-numeral-fr
"setanta uèch"-numeral-oc "soixante-dix-huit"-numeral-fr
"setanta uèit"-numeral-oc "soixante-dix-huit"-numeral-fr
"setanta nòu"-numeral-oc "soixante-dix-neuf"-numeral-fr
"setanta nau"-numeral-oc "soixante-dix-neuf"-numeral-fr
"ochanta"-numeral-oc "quatre-vingt"-numeral-fr
"oitanta"-numeral-oc "quatre-vingt"-numeral-fr
"uechanta"-numeral-oc "quatre-vingt"-numeral-fr
"vuechanta"-numeral-oc "quatre-vingt"-numeral-fr
"ueitanta"-numeral-oc "quatre-vingt"-numeral-fr
"ochanta un"-numeral-oc "quatre-vingt-un"-numeral-fr
"oitanta un"-numeral-oc "quatre-vingt-un"-numeral-fr
"uechanta un"-numeral-oc "quatre-vingt-un"-numeral-fr
"vuechanta un"-numeral-oc "quatre-vingt-un"-numeral-fr
"ueitanta un"-numeral-oc "quatre-vingt-un"-numeral-fr
"ochanta dos"-numeral-oc "quatre-vingt-deux"-numeral-fr
"oitanta dos"-numeral-oc "quatre-vingt-deux"-numeral-fr
"uechanta dos"-numeral-oc "quatre-vingt-deux"-numeral-fr
"vuechanta dos"-numeral-oc "quatre-vingt-deux"-numeral-fr
"ueitanta dos"-numeral-oc "quatre-vingt-deux"-numeral-fr
"ochanta tres"-numeral-oc "quatre-vingt-trois"-numeral-fr
"oitanta tres"-numeral-oc "quatre-vingt-trois"-numeral-fr
"uechanta tres"-numeral-oc "quatre-vingt-trois"-numeral-fr
"vuechanta tres"-numeral-oc "quatre-vingt-trois"-numeral-fr
"ueitanta tres"-numeral-oc "quatre-vingt-trois"-numeral-fr
"ochanta quatre"-numeral-oc "quatre-vingt-quatre"-numeral-fr
"oitanta quatre"-numeral-oc "quatre-vingt-quatre"-numeral-fr
"uechanta quatre"-numeral-oc "quatre-vingt-quatre"-numeral-fr
"vuechanta quatre"-numeral-oc "quatre-vingt-quatre"-numeral-fr
"ueitanta quatre"-numeral-oc "quatre-vingt-quatre"-numeral-fr
"ochanta cinc"-numeral-oc "quatre-vingt-cinq"-numeral-fr
"oitanta cinc"-numeral-oc "quatre-vingt-cinq"-numeral-fr
"uechanta cinc"-numeral-oc "quatre-vingt-cinq"-numeral-fr
"vuechanta cinc"-numeral-oc "quatre-vingt-cinq"-numeral-fr
"ueitanta cinc"-numeral-oc "quatre-vingt-cinq"-numeral-fr
"ochanta sièis"-numeral-oc "quatre-vingt-six"-numeral-fr
"oitanta sièis"-numeral-oc "quatre-vingt-six"-numeral-fr
"uechanta sièis"-numeral-oc "quatre-vingt-six"-numeral-fr
"vuechanta sièis"-numeral-oc "quatre-vingt-six"-numeral-fr
"ueitanta sièis"-numeral-oc "quatre-vingt-six"-numeral-fr
"ochanta sèt"-numeral-oc "quatre-vingt-sept"-numeral-fr
"oitanta sèt"-numeral-oc "quatre-vingt-sept"-numeral-fr
"uechanta sèt"-numeral-oc "quatre-vingt-sept"-numeral-fr
"vuechanta sèt"-numeral-oc "quatre-vingt-sept"-numeral-fr
"ueitanta sèt"-numeral-oc "quatre-vingt-sept"-numeral-fr
"ochanta uèch"-numeral-oc "quatre-vingt-huit"-numeral-fr
"oitanta uèit"-numeral-oc "quatre-vingt-huit"-numeral-fr
"ochanta nòu"-numeral-oc "quatre-vingt-neuf"-numeral-fr
"oitanta nòu"-numeral-oc "quatre-vingt-neuf"-numeral-fr
"uechanta nòu"-numeral-oc "quatre-vingt-neuf"-numeral-fr
"vuechanta nòu"-numeral-oc "quatre-vingt-neuf"-numeral-fr
"oitanta nau"-numeral-oc "quatre-vingt-neuf"-numeral-fr
"ueitanta nau"-numeral-oc "quatre-vingt-neuf"-numeral-fr
"nonanta"-numeral-oc "quatre-vingt-dix"-numeral-fr
"nonanta un"-numeral-oc "quatre-vingt-onze"-numeral-fr
"nonanta dos"-numeral-oc "quatre-vingt-douze"-numeral-fr
"nonanta tres"-numeral-oc "quatre-vingt-treize"-numeral-fr
"nonanta quatre"-numeral-oc "quatre-vingt-quatorze"-numeral-fr
"nonanta cinc"-numeral-oc "quatre-vingt-quinze"-numeral-fr
"nonanta sièis"-numeral-oc "quatre-vingt-seize"-numeral-fr
"nonanta sèt"-numeral-oc "quatre-vingt-dix-sept"-numeral-fr
"nonanta uèch"-numeral-oc "quatre-vingt-dix-huit"-numeral-fr
"nonanta uèit"-numeral-oc "quatre-vingt-dix-huit"-numeral-fr
"nonanta nòu"-numeral-oc "quatre-vingt-dix-neuf"-numeral-fr
"nonanta nau"-numeral-oc "quatre-vingt-dix-neuf"-numeral-fr
"cent"-numeral-oc "cent"-numeral-fr
"dos cents"-numeral-oc "deux cent"-numeral-fr
"dos cents"-numeral-oc "deux-cent"-numeral-fr
"tres cents"-numeral-oc "trois cent"-numeral-fr
"tres cents"-numeral-oc "trois-cent"-numeral-fr
"quatre cents"-numeral-oc "quatre cent"-numeral-fr
"quatre cents"-numeral-oc "quatre-cent"-numeral-fr
"cinc cents"-numeral-oc "cinq cent"-numeral-fr
"cinc cents"-numeral-oc "cinq-cent"-numeral-fr
"sièis cents"-numeral-oc "six cent"-numeral-fr
"sièis cents"-numeral-oc "six-cent"-numeral-fr
"sèt cents"-numeral-oc "sept cent"-numeral-fr
"sèt cents"-numeral-oc "sept-cent"-numeral-fr
"uèch cents"-numeral-oc "huit cent"-numeral-fr
"uèch cents"-numeral-oc "huit-cent"-numeral-fr
"uèit cents"-numeral-oc "huit cent"-numeral-fr
"uèit cents"-numeral-oc "huit-cent"-numeral-fr
"nòu cents"-numeral-oc "neuf cent"-numeral-fr
"nòu cents"-numeral-oc "neuf-cent"-numeral-fr
"nau cents"-numeral-oc "neuf cent"-numeral-fr
"nau cents"-numeral-oc "neuf-cent"-numeral-fr
"mila"-numeral-oc "mille"-numeral-fr
"I"-numeral-oc "I"-numeral-fr
"II"-numeral-oc "II"-numeral-fr
"III"-numeral-oc "III"-numeral-fr
"IV"-numeral-oc "IV"-numeral-fr
"V"-numeral-oc "V"-numeral-fr
"VI"-numeral-oc "VI"-numeral-fr
"VII"-numeral-oc "VII"-numeral-fr
"VIII"-numeral-oc "VIII"-numeral-fr
"IX"-numeral-oc "IX"-numeral-fr
"X"-numeral-oc "X"-numeral-fr
"XI"-numeral-oc "XI"-numeral-fr
"XII"-numeral-oc "XII"-numeral-fr
"XIII"-numeral-oc "XIII"-numeral-fr
"XIV"-numeral-oc "XIV"-numeral-fr
"XV"-numeral-oc "XV"-numeral-fr
"XVI"-numeral-oc "XVI"-numeral-fr
"XVII"-numeral-oc "XVII"-numeral-fr
"XVIII"-numeral-oc "XVIII"-numeral-fr
"XIX"-numeral-oc "XIX"-numeral-fr
"XX"-numeral-oc "XX"-numeral-fr
"XXI"-numeral-oc "XXI"-numeral-fr
"XXII"-numeral-oc "XXII"-numeral-fr
"L"-numeral-oc "L"-numeral-fr
"C"-numeral-oc "C"-numeral-fr
"D"-numeral-oc "D"-numeral-fr
"M"-numeral-oc "M"-numeral-fr
"1r"-adjective-oc "1er"-adjective-fr
"2d"-adjective-oc "2nd"-adjective-fr
"3n"-adjective-oc "3ème"-adjective-fr
"4n"-adjective-oc "4ème"-adjective-fr
"5n"-adjective-oc "5ème"-adjective-fr
"6n"-adjective-oc "6ème"-adjective-fr
"7n"-adjective-oc "7ème"-adjective-fr
"8n"-adjective-oc "8ème"-adjective-fr
"9n"-adjective-oc "9ème"-adjective-fr
"10n"-adjective-oc "10ème"-adjective-fr
"11n"-adjective-oc "11ème"-adjective-fr
"12n"-adjective-oc "12ème"-adjective-fr
"13n"-adjective-oc "13ème"-adjective-fr
"14n"-adjective-oc "14ème"-adjective-fr
"15n"-adjective-oc "15ème"-adjective-fr
"16n"-adjective-oc "16ème"-adjective-fr
"17n"-adjective-oc "17ème"-adjective-fr
"18n"-adjective-oc "18ème"-adjective-fr
"19n"-adjective-oc "19ème"-adjective-fr
"20n"-adjective-oc "20ème"-adjective-fr
"21n"-adjective-oc "21ème"-adjective-fr
"22n"-adjective-oc "22ème"-adjective-fr
"23n"-adjective-oc "23ème"-adjective-fr
"24n"-adjective-oc "24ème"-adjective-fr
"25n"-adjective-oc "25ème"-adjective-fr
"26n"-adjective-oc "26ème"-adjective-fr
"27n"-adjective-oc "27ème"-adjective-fr
"28n"-adjective-oc "28ème"-adjective-fr
"29n"-adjective-oc "29ème"-adjective-fr
"30n"-adjective-oc "30ème"-adjective-fr
"31n"-adjective-oc "31ème"-adjective-fr
"32n"-adjective-oc "32ème"-adjective-fr
"33n"-adjective-oc "33ème"-adjective-fr
"34n"-adjective-oc "34ème"-adjective-fr
"35n"-adjective-oc "35ème"-adjective-fr
"36n"-adjective-oc "36ème"-adjective-fr
"37n"-adjective-oc "37ème"-adjective-fr
"38n"-adjective-oc "38ème"-adjective-fr
"39n"-adjective-oc "39ème"-adjective-fr
"40n"-adjective-oc "40ème"-adjective-fr
"41n"-adjective-oc "41ème"-adjective-fr
"42n"-adjective-oc "42ème"-adjective-fr
"43n"-adjective-oc "43ème"-adjective-fr
"44n"-adjective-oc "44ème"-adjective-fr
"45n"-adjective-oc "45ème"-adjective-fr
"46n"-adjective-oc "46ème"-adjective-fr
"47n"-adjective-oc "47ème"-adjective-fr
"48n"-adjective-oc "48ème"-adjective-fr
"49n"-adjective-oc "49ème"-adjective-fr
"50n"-adjective-oc "50ème"-adjective-fr
"51n"-adjective-oc "51ème"-adjective-fr
"52n"-adjective-oc "52ème"-adjective-fr
"53n"-adjective-oc "53ème"-adjective-fr
"54n"-adjective-oc "54ème"-adjective-fr
"55n"-adjective-oc "55ème"-adjective-fr
"56n"-adjective-oc "56ème"-adjective-fr
"57n"-adjective-oc "57ème"-adjective-fr
"58n"-adjective-oc "58ème"-adjective-fr
"59n"-adjective-oc "59ème"-adjective-fr
"60n"-adjective-oc "60ème"-adjective-fr
"61n"-adjective-oc "61ème"-adjective-fr
"62n"-adjective-oc "62ème"-adjective-fr
"63n"-adjective-oc "63ème"-adjective-fr
"64n"-adjective-oc "64ème"-adjective-fr
"65n"-adjective-oc "65ème"-adjective-fr
"66n"-adjective-oc "66ème"-adjective-fr
"67n"-adjective-oc "67ème"-adjective-fr
"68n"-adjective-oc "68ème"-adjective-fr
"69n"-adjective-oc "69ème"-adjective-fr
"70n"-adjective-oc "70ème"-adjective-fr
"71n"-adjective-oc "71ème"-adjective-fr
"72n"-adjective-oc "72ème"-adjective-fr
"73n"-adjective-oc "73ème"-adjective-fr
"74n"-adjective-oc "74ème"-adjective-fr
"75n"-adjective-oc "75ème"-adjective-fr
"76n"-adjective-oc "76ème"-adjective-fr
"77n"-adjective-oc "77ème"-adjective-fr
"78n"-adjective-oc "78ème"-adjective-fr
"79n"-adjective-oc "79ème"-adjective-fr
"80n"-adjective-oc "80ème"-adjective-fr
"81n"-adjective-oc "81ème"-adjective-fr
"82n"-adjective-oc "82ème"-adjective-fr
"83n"-adjective-oc "83ème"-adjective-fr
"84n"-adjective-oc "84ème"-adjective-fr
"85n"-adjective-oc "85ème"-adjective-fr
"86n"-adjective-oc "86ème"-adjective-fr
"87n"-adjective-oc "87ème"-adjective-fr
"88n"-adjective-oc "88ème"-adjective-fr
"89n"-adjective-oc "89ème"-adjective-fr
"90n"-adjective-oc "90ème"-adjective-fr
"91n"-adjective-oc "91ème"-adjective-fr
"92n"-adjective-oc "92ème"-adjective-fr
"93n"-adjective-oc "93ème"-adjective-fr
"94n"-adjective-oc "94ème"-adjective-fr
"95n"-adjective-oc "95ème"-adjective-fr
"96n"-adjective-oc "96ème"-adjective-fr
"97n"-adjective-oc "97ème"-adjective-fr
"98n"-adjective-oc "98ème"-adjective-fr
"99n"-adjective-oc "99ème"-adjective-fr
"100n"-adjective-oc "100ème"-adjective-fr
"Ièr"-adjective-oc "Ier"-adjective-fr
"Anatole"-properNoun-oc "Anatole"-properNoun-fr
"Anatòli"-properNoun-oc "Anatòli"-properNoun-fr
"Ann"-properNoun-oc "Ann"-properNoun-fr
"Anna"-properNoun-oc "Anna"-properNoun-fr
"Anna"-properNoun-oc "Anne"-properNoun-fr
"Anne"-properNoun-oc "Anne"-properNoun-fr
"Aurore"-properNoun-oc "Aurore"-properNoun-fr
"Barack"-properNoun-oc "Barack"-properNoun-fr
"Barack"-properNoun-oc "Barack"-noun-fr
"Barack"-noun-oc "Barack"-properNoun-fr
"Barack"-noun-oc "Barack"-noun-fr
"Bill"-properNoun-oc "Bill"-properNoun-fr
"Billy"-properNoun-oc "Billy"-properNoun-fr
"Bob"-properNoun-oc "Bob"-properNoun-fr
"Bobby"-properNoun-oc "Bobby"-properNoun-fr
"Carl"-properNoun-oc "Carl"-properNoun-fr
"Claude"-properNoun-oc "Claude"-properNoun-fr
"Claudi"-properNoun-oc "Claudi"-properNoun-fr
"Domergue"-properNoun-oc "Domergue"-properNoun-fr
"Domergue"-properNoun-oc "Dominique"-properNoun-fr
"Domergue"-properNoun-oc "Dominique"-noun-fr
"Dominique"-properNoun-oc "Dominique"-properNoun-fr
"Dominique"-properNoun-oc "Dominique"-noun-fr
"Dominique"-noun-oc "Dominique"-properNoun-fr
"Dominique"-noun-oc "Dominique"-noun-fr
"Donald"-properNoun-oc "Donald"-properNoun-fr
"Donald"-properNoun-oc "Donald"-noun-fr
"Donald"-noun-oc "Donald"-properNoun-fr
"Donald"-noun-oc "Donald"-noun-fr
"Emmanuel"-properNoun-oc "Emmanuel"-properNoun-fr
"Emmanuel"-properNoun-oc "Emmanuel"-noun-fr
"Emmanuel"-noun-oc "Emmanuel"-properNoun-fr
"Emmanuel"-noun-oc "Emmanuel"-noun-fr
"Enric"-properNoun-oc "Enric"-properNoun-fr
"Enric"-properNoun-oc "Henri"-properNoun-fr
"Ernest"-properNoun-oc "Ernest"-properNoun-fr
"Ernèst"-properNoun-oc "Ernèst"-properNoun-fr
"Ernestina"-properNoun-oc "Ernestina"-properNoun-fr
"Ernestine"-properNoun-oc "Ernestine"-properNoun-fr
"Ernesto"-properNoun-oc "Ernesto"-properNoun-fr
"Ernst"-properNoun-oc "Ernst"-properNoun-fr
"Esteve"-properNoun-oc "Esteve"-properNoun-fr
"Estève"-properNoun-oc "Estève"-properNoun-fr
"Estève"-properNoun-oc "Étienne"-properNoun-fr
"Estève"-properNoun-oc "Étienne"-noun-fr
"Francés"-properNoun-oc "Francés"-properNoun-fr
"Francés"-properNoun-oc "Francés"-noun-fr
"Francés"-properNoun-oc "François"-properNoun-fr
"Francés"-noun-oc "Francés"-properNoun-fr
"Francés"-noun-oc "Francés"-noun-fr
"Francés"-noun-oc "François"-properNoun-fr
"Francesca"-properNoun-oc "Francesca"-properNoun-fr
"Francesco"-properNoun-oc "Francesco"-properNoun-fr
"Giuseppe"-properNoun-oc "Giuseppe"-properNoun-fr
"Hans"-properNoun-oc "Hans"-properNoun-fr
"Hèctor"-properNoun-oc "Hèctor"-properNoun-fr
"Hélène"-properNoun-oc "Hélène"-properNoun-fr
"Ian"-properNoun-oc "Ian"-properNoun-fr
"Ivan"-properNoun-oc "Ivan"-properNoun-fr
"Ives"-properNoun-oc "Ives"-properNoun-fr
"Ives"-properNoun-oc "Yves"-properNoun-fr
"Jacint"-properNoun-oc "Jacint"-properNoun-fr
"Jacinto"-properNoun-oc "Jacinto"-properNoun-fr
"Jacme"-properNoun-oc "Jacme"-properNoun-fr
"Jacme"-properNoun-oc "Jacques"-properNoun-fr
"Jacqueline"-properNoun-oc "Jacqueline"-properNoun-fr
"Jacques"-properNoun-oc "Jacques"-properNoun-fr
